city,country,continent,latitude,longitude,population,date,pm25,pm10,no2,o3,so2,aqi
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-18,37.56,66.96,31.95,44.89,8.36,105.4
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-18,26.38,45.95,28.07,54.09,5.28,80.8
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-18,5.0,10.0,13.04,42.62,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-19,87.86,177.29,43.93,28.46,8.47,184.1
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-19,95.08,171.87,57.29,35.37,22.92,191.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-19,53.61,90.17,46.96,46.33,9.42,145.5
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-19,5.0,10.0,13.98,23.09,1.0,20.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-19,111.85,203.52,69.57,46.3,18.47,209.3
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-19,69.68,137.01,56.94,31.6,19.14,165.0
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-19,36.57,84.11,37.14,39.52,6.01,102.9
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-19,90.55,161.83,63.48,51.77,16.81,186.9
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-19,66.34,115.77,62.42,50.25,14.57,161.5
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-19,16.13,35.89,32.76,41.26,4.01,58.8
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-19,108.27,217.65,57.38,38.43,13.85,205.5
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-19,36.52,136.03,38.41,53.41,11.2,102.8
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-19,78.14,214.71,52.07,61.94,15.63,173.9
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-19,48.44,88.9,33.97,34.18,10.99,132.6
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-19,283.02,463.53,128.51,78.11,48.8,339.3
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-19,17.44,35.26,39.92,41.65,4.27,61.6
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-19,32.3,58.84,44.75,43.89,6.46,93.4
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-19,6.17,19.65,27.78,34.83,1.0,25.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-19,35.23,64.55,46.22,53.21,6.01,99.7
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-19,36.85,66.98,48.33,50.92,7.11,103.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-19,29.58,64.52,41.44,37.22,5.92,87.6
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-19,21.17,41.51,38.54,42.72,3.71,69.6
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-19,46.01,85.91,47.7,46.1,9.2,126.5
New York,US,North America,40.7128,-74.006,8.3,2025-01-19,51.22,87.23,46.41,52.45,10.76,139.6
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-19,83.17,141.01,60.44,76.3,14.03,179.2
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-19,71.48,129.97,54.59,54.99,18.2,166.9
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-19,33.69,63.53,38.94,48.41,8.04,96.4
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-19,20.46,41.1,33.63,44.34,4.09,68.1
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-19,25.12,48.31,25.74,41.06,4.17,78.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-19,22.79,44.82,25.42,47.91,3.71,73.1
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-19,35.05,63.62,31.97,48.82,6.5,99.3
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-19,24.31,44.97,25.76,55.15,4.35,76.4
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-19,30.54,61.11,41.62,44.02,6.45,89.7
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-19,34.98,62.66,35.34,42.88,7.51,99.2
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-19,45.19,99.66,20.47,39.33,8.19,124.5
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-19,5.0,22.72,7.57,32.14,1.0,20.9
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-19,5.0,10.0,5.65,30.05,1.0,20.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-19,5.0,10.0,12.52,33.23,1.0,20.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-19,9.95,21.31,19.85,49.16,1.99,41.5
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-19,12.17,24.2,17.98,45.59,2.09,50.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-20,198.06,342.59,99.03,61.52,30.51,250.0
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-20,115.71,202.82,67.61,41.56,27.04,213.3
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-20,7.38,20.81,23.84,32.46,1.0,30.8
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-20,61.36,111.54,50.18,44.81,13.57,156.3
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-20,63.1,130.39,45.2,31.68,8.72,158.1
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-20,80.02,152.53,62.11,34.71,21.2,175.9
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-20,88.43,161.9,63.07,55.08,16.39,184.7
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-20,122.84,210.27,79.62,61.45,23.27,220.8
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-20,76.53,131.05,67.52,53.31,16.61,172.2
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-20,48.95,85.12,49.17,51.1,10.57,133.9
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-20,147.5,276.5,77.0,50.2,21.7,246.7
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-20,21.92,114.13,31.11,49.03,8.28,71.2
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-20,47.29,168.44,36.65,52.69,9.46,129.7
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-20,98.6,164.15,59.05,49.23,21.02,195.4
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-20,95.08,181.61,34.54,21.72,11.22,191.7
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-20,42.65,73.08,52.53,49.22,9.31,118.1
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-20,26.84,50.66,42.02,42.25,5.37,81.8
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-20,22.01,43.41,35.7,39.58,3.62,71.4
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-20,44.89,79.03,51.04,56.11,7.94,123.7
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-20,29.67,56.21,44.74,48.76,5.67,87.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-20,32.75,69.28,43.03,38.18,6.55,94.4
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-20,21.16,41.49,38.53,42.72,3.71,69.6
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-20,41.07,78.5,45.23,44.62,8.21,114.2
New York,US,North America,40.7128,-74.006,8.3,2025-01-20,22.31,43.86,31.95,43.77,4.98,72.1
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-20,53.87,97.05,45.78,67.51,8.17,146.2
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-20,84.23,149.1,60.97,58.82,20.75,180.3
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-20,15.45,36.18,29.83,42.94,4.39,57.4
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-20,34.37,61.95,40.58,48.51,6.87,97.9
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-20,48.16,82.87,37.26,47.97,8.78,131.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-20,27.89,52.46,27.97,49.44,4.73,84.0
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-20,41.25,72.93,35.08,50.69,7.74,114.6
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-20,7.43,19.65,17.32,50.09,1.0,31.0
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-20,35.9,69.15,44.3,45.63,7.52,101.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-20,15.38,33.27,25.54,37.0,3.59,57.2
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-20,56.11,116.04,25.93,42.61,10.37,150.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-20,48.9,92.48,30.83,46.1,7.23,133.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-20,36.25,71.38,34.28,47.23,12.35,102.1
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-20,19.29,39.56,22.82,39.41,4.71,65.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-20,6.47,16.08,18.11,48.12,1.29,27.0
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-20,5.0,10.0,12.69,42.41,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-21,203.78,351.17,101.89,63.23,31.66,256.1
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-21,95.12,171.94,57.31,35.39,22.92,191.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-21,25.26,47.63,32.78,37.83,3.75,78.4
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-21,61.79,112.19,50.4,44.94,13.66,156.7
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-21,62.03,128.8,44.67,31.36,8.51,157.0
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-21,85.98,161.48,65.09,36.5,22.4,182.1
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-21,76.05,143.32,56.87,51.36,13.91,171.7
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-21,82.27,149.4,59.33,49.28,15.15,178.2
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-21,61.8,108.95,60.15,48.89,13.66,156.7
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-21,30.3,57.15,39.85,45.51,6.84,89.2
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-21,210.84,371.51,108.67,69.2,34.37,263.5
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-21,39.68,140.77,39.99,54.35,11.84,110.7
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-21,138.26,304.89,82.13,79.98,27.65,237.0
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-21,95.61,159.67,57.56,48.33,20.42,192.2
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-21,218.62,366.93,96.31,58.79,35.92,271.6
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-21,12.52,27.88,37.46,40.18,3.28,51.1
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-21,26.7,50.44,41.95,42.21,5.34,81.4
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-21,21.34,42.41,35.37,39.38,3.49,70.0
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-21,42.1,74.85,49.65,55.27,7.38,116.8
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-21,39.42,70.83,49.61,51.69,7.62,110.1
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-21,39.79,79.84,46.55,40.29,7.96,111.0
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-21,11.55,27.08,33.73,39.84,1.79,48.2
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-21,50.51,92.67,49.96,47.45,10.1,137.8
New York,US,North America,40.7128,-74.006,8.3,2025-01-21,56.09,94.54,48.85,53.91,11.74,150.7
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-21,67.42,117.38,52.56,71.58,10.88,162.6
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-21,87.67,154.25,62.68,59.85,21.43,183.9
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-21,28.44,55.66,36.32,46.83,6.99,85.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-21,33.34,60.42,40.07,48.2,6.67,95.7
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-21,49.41,84.75,37.88,48.35,9.03,135.0
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-21,13.61,31.05,20.83,45.16,1.87,53.5
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-21,76.43,125.7,52.67,61.24,14.78,172.1
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-21,5.0,10.0,11.96,46.87,1.0,20.9
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-21,33.18,65.07,42.94,44.81,6.98,95.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-21,5.0,17.57,20.31,33.86,1.49,20.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-21,64.77,129.03,30.26,45.21,12.1,159.8
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-21,52.13,97.32,32.44,47.06,7.88,141.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-21,12.56,35.84,22.43,40.12,7.61,51.2
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-21,18.22,37.96,22.29,39.09,4.49,63.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-21,15.33,29.37,22.54,50.77,3.07,57.1
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-21,5.48,14.18,14.64,43.59,1.0,22.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-22,214.15,366.72,107.07,66.34,33.73,266.9
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-22,131.54,226.56,75.52,46.31,30.21,229.9
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-22,19.4,38.85,29.85,36.07,2.58,65.8
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-22,54.96,101.94,46.98,42.89,12.29,148.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-22,7.53,47.04,17.41,15.01,1.0,31.4
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-22,78.06,149.6,61.13,34.12,20.81,173.8
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-22,74.65,141.23,56.18,50.95,13.63,170.2
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-22,98.42,173.63,67.41,54.13,18.38,195.2
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-22,59.81,105.96,59.15,48.29,13.26,154.6
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-22,42.86,76.0,46.13,49.28,9.35,118.7
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-22,124.77,242.4,65.63,43.38,17.15,222.8
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-22,106.19,240.53,73.24,74.31,25.14,203.3
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-22,61.38,189.58,43.69,56.92,12.28,156.3
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-22,107.25,177.12,63.37,51.82,22.75,204.4
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-22,115.21,211.82,44.61,27.76,15.24,212.8
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-22,33.56,59.44,47.98,46.49,7.49,96.1
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-22,27.92,52.28,42.56,42.58,5.58,84.1
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-22,21.8,43.1,35.6,39.52,3.58,71.0
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-22,49.05,85.27,53.12,57.35,8.77,134.1
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-22,40.05,71.77,49.92,51.87,7.75,111.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-22,51.69,97.69,52.5,43.86,10.34,140.7
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-22,18.99,38.23,37.44,42.07,3.28,65.0
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-22,33.63,67.35,41.52,42.39,6.73,96.3
New York,US,North America,40.7128,-74.006,8.3,2025-01-22,31.89,58.23,36.74,46.65,6.9,92.6
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-22,48.48,88.97,43.09,65.89,7.1,132.7
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-22,60.93,114.15,49.32,51.83,16.09,155.8
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-22,31.3,59.94,37.75,47.69,7.56,91.3
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-22,25.43,48.54,36.11,45.83,5.09,78.7
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-22,54.72,92.71,40.54,49.94,10.09,148.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-22,9.25,24.49,18.65,43.85,1.0,38.6
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-22,34.99,63.54,31.95,48.81,6.49,99.2
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-22,5.0,10.0,5.59,43.05,1.0,20.9
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-22,16.89,40.63,34.79,39.93,3.72,60.5
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-22,28.92,53.59,32.31,41.07,6.29,86.2
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-22,83.92,157.75,39.83,50.95,15.93,179.9
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-22,64.61,116.04,38.68,50.81,10.37,159.7
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-22,42.03,80.04,37.16,48.96,13.51,116.6
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-22,5.0,10.0,10.54,32.04,1.0,20.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-22,5.0,11.2,16.48,47.14,1.0,20.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-22,12.72,25.03,18.26,45.76,2.2,51.5
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-23,177.83,312.25,88.92,55.45,26.47,228.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-23,76.44,143.9,47.97,29.78,19.19,172.1
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-23,25.07,47.36,32.69,37.77,3.71,78.0
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-23,47.56,90.84,43.28,40.67,10.81,130.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-23,93.01,175.26,60.15,40.65,14.7,189.5
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-23,74.15,143.72,59.17,32.94,20.03,169.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-23,79.63,148.7,58.67,52.44,14.63,175.4
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-23,73.21,135.82,54.81,46.56,13.34,168.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-23,58.6,104.15,58.55,47.93,13.02,153.4
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-23,30.73,57.8,40.07,45.64,6.93,90.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-23,139.15,263.97,72.82,47.69,20.03,237.9
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-23,79.02,199.78,59.66,66.16,19.7,174.8
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-23,149.11,321.16,87.55,83.23,29.82,248.4
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-23,77.72,132.83,48.61,42.97,16.84,173.4
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-23,127.02,229.53,50.51,31.31,17.6,225.2
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-23,15.79,32.78,39.09,41.16,3.94,58.1
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-23,23.91,46.26,40.55,41.37,4.78,75.5
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-23,29.17,54.16,39.29,41.73,5.05,86.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-23,59.14,100.4,58.17,60.38,10.79,153.9
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-23,39.11,70.36,49.45,51.59,7.56,109.3
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-23,61.34,112.16,57.32,46.75,12.27,156.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-23,39.74,69.37,47.82,48.29,7.43,110.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-23,35.58,70.27,42.49,42.97,7.12,100.5
New York,US,North America,40.7128,-74.006,8.3,2025-01-23,26.35,49.93,33.98,44.99,5.79,80.7
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-23,42.28,79.67,39.99,64.03,5.86,117.2
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-23,49.57,97.11,43.64,48.42,13.81,135.4
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-23,58.47,100.7,51.33,55.84,12.99,153.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-23,36.04,64.47,41.42,49.01,7.21,101.6
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-23,18.22,37.96,22.29,38.99,2.79,63.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-23,5.0,17.76,16.4,42.5,1.0,20.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-23,22.45,44.73,25.68,45.05,3.98,72.4
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-23,18.49,36.24,22.85,53.41,3.19,63.9
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-23,23.97,51.26,38.34,42.05,5.13,75.6
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-23,18.99,38.68,27.34,38.09,4.31,65.0
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-23,69.31,135.84,32.53,46.57,13.01,164.6
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-23,58.5,106.88,35.63,48.98,9.15,153.3
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-23,33.37,67.05,32.83,46.36,11.77,95.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-23,5.0,10.0,5.27,28.88,1.0,20.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2025-01-23,11.56,23.71,20.65,49.64,2.31,48.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2025-01-23,13.33,25.95,18.57,45.94,2.33,52.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2025-01-24,86.49,175.24,43.25,28.05,8.2,182.6
Beijing,CN,Asia,39.9042,116.4074,21.5,2025-01-24,147.99,251.24,83.75,51.25,33.5,247.2
Tokyo,JP,Asia,35.6762,139.6503,14.0,2025-01-24,26.65,49.72,33.47,38.24,4.03,81.3
Seoul,KR,Asia,37.5665,126.978,9.8,2025-01-24,49.13,93.19,44.06,41.14,11.13,134.3
Mumbai,IN,Asia,19.076,72.8777,20.9,2025-01-24,44.11,101.91,35.7,25.98,4.92,121.8
Shanghai,CN,Asia,31.2304,121.4737,27.8,2025-01-24,111.5,199.75,77.85,44.15,27.5,208.9
Bangkok,TH,Asia,13.7563,100.5018,10.1,2025-01-24,101.52,181.54,69.61,59.01,19.0,198.4
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2025-01-24,71.0,132.5,53.7,45.9,12.9,166.4
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2025-01-24,52.25,94.63,55.38,46.03,11.75,142.1
Singapore,SG,Asia,1.3521,103.8198,5.9,2025-01-24,51.65,89.18,50.53,51.92,11.11,140.6
Kolkata,IN,Asia,22.5726,88.3639,14.7,2025-01-24,63.75,150.88,35.13,25.08,4.95,158.8
Dubai,AE,Asia,25.2048,55.2708,3.6,2025-01-24,9.25,95.12,24.77,45.22,5.75,38.6
Riyadh,SA,Asia,24.7136,46.6753,7.0,2025-01-24,86.58,227.37,56.29,64.47,17.32,182.7
Hanoi,VN,Asia,21.0285,105.8542,8.4,2025-01-24,106.55,176.08,63.03,51.62,22.61,203.7
Lahore,PK,Asia,31.5204,74.3587,11.2,2025-01-24,259.83,428.75,116.92,71.15,44.17,314.9
London,GB,Europe,51.5074,-0.1278,9.0,2025-01-24,43.77,74.75,53.08,49.55,9.53,120.9
Paris,FR,Europe,48.8566,2.3522,2.2,2025-01-24,36.07,64.51,46.64,45.02,7.21,101.7
Berlin,DE,Europe,52.52,13.405,3.6,2025-01-24,21.63,42.85,35.52,39.47,3.55,70.6
Madrid,ES,Europe,40.4168,-3.7038,3.3,2025-01-24,37.38,67.77,47.29,53.85,6.44,104.9
Rome,IT,Europe,41.9028,12.4964,2.8,2025-01-24,37.64,68.17,48.72,51.15,7.27,105.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2025-01-24,41.18,81.92,47.24,40.7,8.24,114.5
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2025-01-24,31.5,56.99,43.7,45.82,5.78,91.7
Warsaw,PL,Europe,52.2297,21.0122,1.9,2025-01-24,39.57,76.25,44.48,44.17,7.91,110.4
New York,US,North America,40.7128,-74.006,8.3,2025-01-24,63.42,105.53,52.51,56.11,13.2,158.4
Los Angeles,US,North America,34.0522,-118.2437,3.9,2025-01-24,59.56,105.59,48.63,69.22,9.31,154.4
Mexico City,MX,North America,19.4326,-99.1332,21.5,2025-01-24,32.09,70.89,34.9,43.18,10.32,93.0
Chicago,US,North America,41.8781,-87.6298,2.7,2025-01-24,32.79,62.19,38.5,48.14,7.86,94.5
Toronto,CA,North America,43.6532,-79.3832,2.9,2025-01-24,31.9,58.25,39.35,47.77,6.38,92.6
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2025-01-24,44.87,77.92,35.61,46.98,8.12,123.7
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2025-01-24,5.0,15.68,15.71,42.09,1.0,20.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2025-01-24,8.75,24.18,18.83,40.94,1.24,36.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2025-01-24,16.45,33.17,21.82,52.79,2.78,59.5
Santiago,CL,South America,-33.4489,-70.6693,5.3,2025-01-24,5.0,11.67,25.14,34.13,1.0,20.9
Bogotá,CO,South America,4.711,-74.0721,7.9,2025-01-24,25.33,48.2,30.52,39.99,5.58,78.5
Cairo,EG,Africa,30.0444,31.2357,21.0,2025-01-24,47.07,102.48,21.41,39.9,8.56,129.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2025-01-24,52.23,97.47,32.49,47.09,7.9,142.1
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2025-01-24,14.68,39.02,23.49,40.75,8.04,55.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2025-01-24,11.22,27.46,18.79,36.99,3.09,46.8
