city,country,continent,latitude,longitude,date,pm25,pm10,no2,o3,so2,aqi
Beijing,CN,Asia,39.9042,116.4074,2025-08-21,70.33,124.61,41.54,39.42,16.62,165.7
Tokyo,JP,Asia,35.6762,139.6503,2025-08-21,20.45,37.04,23.4,39.76,3.24,68.1
Seoul,KR,Asia,37.5665,126.978,2025-08-21,39.18,71.51,32.34,43.55,8.69,109.4
Mumbai,IN,Asia,19.076,72.8777,2025-08-21,90.72,159.46,54.29,50.09,15.59,187.1
Shanghai,CN,Asia,31.2304,121.4737,2025-08-21,24.27,57.66,26.59,27.43,8.25,76.3
Bangkok,TH,Asia,13.7563,100.5018,2025-08-21,112.81,188.34,68.73,69.82,21.71,210.3
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-21,78.66,134.99,51.23,56.3,14.88,174.4
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-21,22.38,44.19,30.31,41.79,5.33,72.2
Singapore,SG,Asia,1.3521,103.8198,2025-08-21,32.39,56.24,32.35,49.11,6.99,93.6
Kolkata,IN,Asia,22.5726,88.3639,2025-08-21,63.35,131.15,33.8,37.78,7.57,158.3
Dubai,AE,Asia,25.2048,55.2708,2025-08-21,54.35,134.65,40.35,64.83,13.42,147.4
Riyadh,SA,Asia,24.7136,46.6753,2025-08-21,35.65,117.23,26.33,55.95,7.13,100.6
Hanoi,VN,Asia,21.0285,105.8542,2025-08-21,37.45,66.79,25.1,39.66,8.34,105.1
Lahore,PK,Asia,31.5204,74.3587,2025-08-21,127.67,217.0,55.33,47.7,20.43,225.9
London,GB,Europe,51.5074,-0.1278,2025-08-21,15.04,28.52,27.92,43.9,3.52,56.5
Paris,FR,Europe,48.8566,2.3522,2025-08-21,20.11,36.96,28.75,42.93,4.02,67.4
Berlin,DE,Europe,52.52,13.405,2025-08-21,16.35,31.32,24.32,40.31,2.76,59.3
Madrid,ES,Europe,40.4168,-3.7038,2025-08-21,19.8,37.35,28.6,51.82,3.28,66.7
Rome,IT,Europe,41.9028,12.4964,2025-08-21,30.35,53.18,34.73,52.48,5.9,89.3
Moscow,RU,Europe,55.7558,37.6173,2025-08-21,5.0,14.48,17.86,33.34,1.0,20.9
Amsterdam,NL,Europe,52.3676,4.9041,2025-08-21,23.18,41.14,29.86,45.62,4.3,73.9
Warsaw,PL,Europe,52.2297,21.0122,2025-08-21,21.96,44.0,27.13,42.94,4.39,71.3
New York,US,North America,40.7128,-74.006,2025-08-21,31.82,54.53,29.51,50.41,6.7,92.4
Los Angeles,US,North America,34.0522,-118.2437,2025-08-21,11.64,28.08,18.14,59.57,1.0,48.5
Mexico City,MX,North America,19.4326,-99.1332,2025-08-21,91.55,152.2,58.1,68.44,20.86,188.0
Chicago,US,North America,41.8781,-87.6298,2025-08-21,5.0,10.0,9.9,39.62,1.0,20.9
Toronto,CA,North America,43.6532,-79.3832,2025-08-21,6.51,16.57,18.56,42.85,1.3,27.2
São Paulo,BR,South America,-23.5505,-46.6333,2025-08-21,53.45,95.17,45.32,44.83,9.49,145.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2025-08-21,53.92,95.88,46.76,53.58,9.58,146.3
Buenos Aires,AR,South America,-34.6037,-58.3816,2025-08-21,33.45,65.78,37.13,44.36,5.97,95.9
Fortaleza,BR,South America,-3.7172,-38.5433,2025-08-21,35.31,64.96,36.85,55.51,6.34,99.9
Santiago,CL,South America,-33.4489,-70.6693,2025-08-21,50.44,97.25,62.42,47.05,10.57,137.6
Bogotá,CO,South America,4.711,-74.0721,2025-08-21,43.65,79.88,47.03,43.18,9.45,120.6
Cairo,EG,Africa,30.0444,31.2357,2025-08-21,114.33,216.5,54.17,50.1,21.67,211.9
Lagos,NG,Africa,6.5244,3.3792,2025-08-21,76.17,141.26,47.09,47.45,11.63,171.8
Johannesburg,ZA,Africa,-26.2041,28.0473,2025-08-21,20.46,54.69,33.03,39.34,11.29,68.1
Nairobi,KE,Africa,-1.2921,36.8219,2025-08-21,20.79,46.19,29.0,37.24,5.36,68.8
Sydney,AU,Oceania,-33.8688,151.2093,2025-08-21,25.8,47.71,33.9,52.34,5.16,79.5
Melbourne,AU,Oceania,-37.8136,144.9631,2025-08-21,13.16,28.15,23.38,44.63,2.15,52.5
Delhi,IN,Asia,28.7041,77.1025,2025-08-22,101.73,182.34,50.86,47.47,14.4,198.6
Beijing,CN,Asia,39.9042,116.4074,2025-08-22,64.16,115.36,38.45,37.57,15.38,159.2
Tokyo,JP,Asia,35.6762,139.6503,2025-08-22,20.37,36.93,23.36,39.74,3.22,67.9
Seoul,KR,Asia,37.5665,126.978,2025-08-22,42.77,76.91,34.14,44.63,9.4,118.4
Mumbai,IN,Asia,19.076,72.8777,2025-08-22,61.99,116.36,39.92,41.47,9.85,156.9
Shanghai,CN,Asia,31.2304,121.4737,2025-08-22,5.0,11.88,11.33,18.28,2.15,20.9
Bangkok,TH,Asia,13.7563,100.5018,2025-08-22,63.56,114.47,44.11,55.04,11.86,158.6
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-22,53.32,96.99,38.56,48.7,9.81,144.8
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-22,30.21,55.95,34.23,44.14,6.89,89.0
Singapore,SG,Asia,1.3521,103.8198,2025-08-22,5.0,14.3,18.37,40.72,1.4,20.9
Kolkata,IN,Asia,22.5726,88.3639,2025-08-22,57.34,122.14,30.8,35.98,6.37,152.0
Dubai,AE,Asia,25.2048,55.2708,2025-08-22,9.39,67.22,17.87,51.34,4.43,39.2
Riyadh,SA,Asia,24.7136,46.6753,2025-08-22,58.94,152.16,37.97,62.93,11.79,153.7
Hanoi,VN,Asia,21.0285,105.8542,2025-08-22,74.1,121.77,43.42,50.65,15.67,169.6
Lahore,PK,Asia,31.5204,74.3587,2025-08-22,122.34,209.01,52.67,46.1,19.37,220.3
London,GB,Europe,51.5074,-0.1278,2025-08-22,17.15,31.67,28.97,44.53,3.94,61.0
Paris,FR,Europe,48.8566,2.3522,2025-08-22,22.72,40.88,30.06,43.72,4.54,72.9
Berlin,DE,Europe,52.52,13.405,2025-08-22,22.53,40.6,27.42,42.17,4.0,72.5
Madrid,ES,Europe,40.4168,-3.7038,2025-08-22,39.35,66.67,38.37,57.68,7.19,109.9
Rome,IT,Europe,41.9028,12.4964,2025-08-22,38.76,65.79,38.93,55.0,7.58,108.4
Moscow,RU,Europe,55.7558,37.6173,2025-08-22,50.03,88.23,42.44,48.09,10.01,136.6
Amsterdam,NL,Europe,52.3676,4.9041,2025-08-22,12.9,25.73,24.73,42.54,2.24,51.9
Warsaw,PL,Europe,52.2297,21.0122,2025-08-22,5.0,12.4,16.6,36.62,1.0,20.9
New York,US,North America,40.7128,-74.006,2025-08-22,12.37,25.36,19.79,44.57,2.81,50.8
Los Angeles,US,North America,34.0522,-118.2437,2025-08-22,39.65,70.1,32.15,67.97,6.23,110.6
Mexico City,MX,North America,19.4326,-99.1332,2025-08-22,77.33,130.87,50.99,64.17,18.02,173.0
Chicago,US,North America,41.8781,-87.6298,2025-08-22,43.89,74.34,36.4,55.52,9.63,121.2
Toronto,CA,North America,43.6532,-79.3832,2025-08-22,23.59,42.19,27.1,47.98,4.72,74.8
São Paulo,BR,South America,-23.5505,-46.6333,2025-08-22,78.5,132.75,57.85,52.35,14.5,174.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2025-08-22,56.69,100.04,48.15,54.41,10.14,151.4
Buenos Aires,AR,South America,-34.6037,-58.3816,2025-08-22,53.55,95.93,47.18,50.39,9.99,145.4
Fortaleza,BR,South America,-3.7172,-38.5433,2025-08-22,55.91,95.87,47.16,61.69,10.46,150.5
Santiago,CL,South America,-33.4489,-70.6693,2025-08-22,36.26,75.99,55.33,42.8,7.73,102.1
Bogotá,CO,South America,4.711,-74.0721,2025-08-22,12.4,32.99,31.4,33.8,3.2,50.8
Cairo,EG,Africa,30.0444,31.2357,2025-08-22,143.95,260.93,68.98,58.99,27.59,243.0
Lagos,NG,Africa,6.5244,3.3792,2025-08-22,72.35,135.53,45.18,46.31,10.87,167.8
Johannesburg,ZA,Africa,-26.2041,28.0473,2025-08-22,7.9,35.85,26.75,35.57,8.78,32.9
Nairobi,KE,Africa,-1.2921,36.8219,2025-08-22,16.66,39.99,26.93,36.0,4.53,60.0
Sydney,AU,Oceania,-33.8688,151.2093,2025-08-22,15.47,32.2,28.73,49.24,3.09,57.4
Melbourne,AU,Oceania,-37.8136,144.9631,2025-08-22,13.8,29.1,23.7,44.82,2.28,53.8
Delhi,IN,Asia,28.7041,77.1025,2025-08-23,138.99,238.23,69.49,58.65,21.85,237.8
Beijing,CN,Asia,39.9042,116.4074,2025-08-23,89.45,153.3,51.1,45.16,20.44,185.8
Tokyo,JP,Asia,35.6762,139.6503,2025-08-23,18.03,33.43,22.19,39.04,2.76,62.9
Seoul,KR,Asia,37.5665,126.978,2025-08-23,31.72,60.32,28.61,41.31,7.19,92.2
Mumbai,IN,Asia,19.076,72.8777,2025-08-23,37.46,79.57,27.66,34.11,4.94,105.2
Shanghai,CN,Asia,31.2304,121.4737,2025-08-23,81.6,143.65,55.25,44.63,19.72,177.5
Bangkok,TH,Asia,13.7563,100.5018,2025-08-23,64.33,115.62,44.49,55.27,12.02,159.4
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-23,34.83,69.25,29.32,43.15,6.12,98.9
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-23,15.61,34.04,26.93,39.76,3.97,57.7
Singapore,SG,Asia,1.3521,103.8198,2025-08-23,25.53,45.95,28.92,47.05,5.62,79.0
Kolkata,IN,Asia,22.5726,88.3639,2025-08-23,84.29,162.56,44.27,44.06,11.76,180.3
Dubai,AE,Asia,25.2048,55.2708,2025-08-23,10.65,69.1,18.5,51.72,4.68,44.4
Riyadh,SA,Asia,24.7136,46.6753,2025-08-23,53.25,143.62,35.12,61.22,10.65,144.6
Hanoi,VN,Asia,21.0285,105.8542,2025-08-23,23.18,45.39,17.96,35.38,5.49,73.9
Lahore,PK,Asia,31.5204,74.3587,2025-08-23,62.74,119.6,22.87,28.22,7.45,157.7
London,GB,Europe,51.5074,-0.1278,2025-08-23,31.28,52.87,36.04,48.77,6.77,91.3
Paris,FR,Europe,48.8566,2.3522,2025-08-23,37.88,63.63,37.64,48.27,7.58,106.2
Berlin,DE,Europe,52.52,13.405,2025-08-23,5.81,15.51,19.05,37.15,1.0,24.2
Madrid,ES,Europe,40.4168,-3.7038,2025-08-23,23.54,42.96,30.47,52.94,4.03,74.7
Rome,IT,Europe,41.9028,12.4964,2025-08-23,30.06,52.74,34.58,52.39,5.84,88.6
Moscow,RU,Europe,55.7558,37.6173,2025-08-23,39.2,71.98,37.03,44.84,7.84,109.5
Amsterdam,NL,Europe,52.3676,4.9041,2025-08-23,18.82,34.6,27.68,44.31,3.42,64.6
Warsaw,PL,Europe,52.2297,21.0122,2025-08-23,56.86,96.33,44.58,53.41,11.37,151.5
New York,US,North America,40.7128,-74.006,2025-08-23,46.72,76.88,36.96,54.88,9.68,128.3
Los Angeles,US,North America,34.0522,-118.2437,2025-08-23,23.28,45.54,23.96,63.06,2.96,74.1
Mexico City,MX,North America,19.4326,-99.1332,2025-08-23,10.45,30.55,17.55,44.11,4.64,43.6
Chicago,US,North America,41.8781,-87.6298,2025-08-23,47.48,79.72,38.19,56.59,10.35,130.2
Toronto,CA,North America,43.6532,-79.3832,2025-08-23,11.66,24.3,21.13,44.4,2.33,48.6
São Paulo,BR,South America,-23.5505,-46.6333,2025-08-23,72.44,123.66,54.82,50.53,13.29,167.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2025-08-23,47.66,86.5,43.63,51.7,8.33,130.7
Buenos Aires,AR,South America,-34.6037,-58.3816,2025-08-23,37.79,72.29,39.3,45.66,6.84,106.0
Fortaleza,BR,South America,-3.7172,-38.5433,2025-08-23,68.84,115.25,53.62,65.57,13.05,164.1
Santiago,CL,South America,-33.4489,-70.6693,2025-08-23,47.61,93.01,61.0,46.2,10.0,130.5
Bogotá,CO,South America,4.711,-74.0721,2025-08-23,13.58,34.77,31.99,34.15,3.44,53.4
Cairo,EG,Africa,30.0444,31.2357,2025-08-23,121.9,227.85,57.95,52.37,23.18,219.8
Lagos,NG,Africa,6.5244,3.3792,2025-08-23,80.99,148.49,49.5,48.9,12.6,176.9
Johannesburg,ZA,Africa,-26.2041,28.0473,2025-08-23,53.56,104.34,49.58,49.27,17.91,145.4
Nairobi,KE,Africa,-1.2921,36.8219,2025-08-23,41.14,76.7,39.17,43.34,9.43,114.3
Sydney,AU,Oceania,-33.8688,151.2093,2025-08-23,22.08,42.11,32.04,51.22,4.42,71.6
Melbourne,AU,Oceania,-37.8136,144.9631,2025-08-23,20.0,38.39,26.8,46.68,3.52,67.1
Delhi,IN,Asia,28.7041,77.1025,2025-08-24,126.8,219.95,63.4,54.99,19.41,225.0
Beijing,CN,Asia,39.9042,116.4074,2025-08-24,44.58,86.0,28.67,31.7,11.47,123.0
Tokyo,JP,Asia,35.6762,139.6503,2025-08-24,17.14,32.09,21.75,38.77,2.58,61.0
Seoul,KR,Asia,37.5665,126.978,2025-08-24,53.06,92.35,39.28,47.72,11.46,144.2
Mumbai,IN,Asia,19.076,72.8777,2025-08-24,89.05,156.95,53.45,49.59,15.26,185.3
Shanghai,CN,Asia,31.2304,121.4737,2025-08-24,17.88,48.07,23.39,25.51,6.98,62.6
Bangkok,TH,Asia,13.7563,100.5018,2025-08-24,48.88,92.45,36.77,50.64,8.93,133.7
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-24,42.61,80.92,33.21,45.48,7.67,118.0
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-24,29.44,54.79,33.85,43.91,6.74,87.3
Singapore,SG,Asia,1.3521,103.8198,2025-08-24,13.33,27.65,22.82,43.39,3.18,52.8
Kolkata,IN,Asia,22.5726,88.3639,2025-08-24,109.84,200.88,57.04,51.73,16.87,207.2
Dubai,AE,Asia,25.2048,55.2708,2025-08-24,5.01,60.64,15.68,50.03,3.55,20.9
Riyadh,SA,Asia,24.7136,46.6753,2025-08-24,60.54,154.56,38.77,63.41,12.11,155.4
Hanoi,VN,Asia,21.0285,105.8542,2025-08-24,85.54,138.93,49.14,54.09,17.96,181.6
Lahore,PK,Asia,31.5204,74.3587,2025-08-24,127.66,216.99,55.33,47.7,20.43,225.9
London,GB,Europe,51.5074,-0.1278,2025-08-24,5.0,10.0,20.47,39.43,1.0,20.9
Paris,FR,Europe,48.8566,2.3522,2025-08-24,17.97,33.75,27.68,42.29,3.59,62.8
Berlin,DE,Europe,52.52,13.405,2025-08-24,40.94,68.21,36.62,47.69,7.68,113.8
Madrid,ES,Europe,40.4168,-3.7038,2025-08-24,26.07,46.75,31.73,53.7,4.53,80.1
Rome,IT,Europe,41.9028,12.4964,2025-08-24,48.37,80.2,43.73,57.88,9.5,132.4
Moscow,RU,Europe,55.7558,37.6173,2025-08-24,47.64,84.64,41.25,47.37,9.53,130.6
Amsterdam,NL,Europe,52.3676,4.9041,2025-08-24,13.62,26.8,25.08,42.75,2.38,53.5
Warsaw,PL,Europe,52.2297,21.0122,2025-08-24,5.23,18.9,18.77,37.92,1.05,21.8
New York,US,North America,40.7128,-74.006,2025-08-24,18.67,34.81,22.94,46.46,4.07,64.3
Los Angeles,US,North America,34.0522,-118.2437,2025-08-24,33.47,60.83,29.06,66.12,4.99,95.9
Mexico City,MX,North America,19.4326,-99.1332,2025-08-24,53.3,94.83,38.98,56.97,13.21,144.8
Chicago,US,North America,41.8781,-87.6298,2025-08-24,29.76,53.15,29.33,51.28,6.8,88.0
Toronto,CA,North America,43.6532,-79.3832,2025-08-24,41.26,68.68,35.93,53.28,8.25,114.6
São Paulo,BR,South America,-23.5505,-46.6333,2025-08-24,53.95,95.92,45.57,44.98,9.59,146.4
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2025-08-24,34.77,67.15,37.18,47.83,5.75,98.7
Buenos Aires,AR,South America,-34.6037,-58.3816,2025-08-24,60.03,105.64,50.41,52.33,11.29,154.9
Fortaleza,BR,South America,-3.7172,-38.5433,2025-08-24,19.31,40.96,28.85,50.71,3.14,65.6
Santiago,CL,South America,-33.4489,-70.6693,2025-08-24,42.51,85.37,58.46,44.67,8.98,117.8
Bogotá,CO,South America,4.711,-74.0721,2025-08-24,31.89,62.23,41.14,39.65,7.1,92.6
Cairo,EG,Africa,30.0444,31.2357,2025-08-24,71.67,152.5,32.83,37.3,13.13,167.1
Lagos,NG,Africa,6.5244,3.3792,2025-08-24,96.46,171.7,57.23,53.54,15.69,193.1
Johannesburg,ZA,Africa,-26.2041,28.0473,2025-08-24,30.97,70.45,38.28,42.49,13.39,90.6
Nairobi,KE,Africa,-1.2921,36.8219,2025-08-24,48.35,87.52,42.77,45.5,10.87,132.4
Sydney,AU,Oceania,-33.8688,151.2093,2025-08-24,17.87,35.81,29.94,49.96,3.57,62.6
Melbourne,AU,Oceania,-37.8136,144.9631,2025-08-24,22.56,42.24,28.08,47.45,4.03,72.6
Delhi,IN,Asia,28.7041,77.1025,2025-08-25,97.02,175.28,48.51,46.06,13.45,193.7
Beijing,CN,Asia,39.9042,116.4074,2025-08-25,92.23,157.47,52.49,45.99,21.0,188.7
Tokyo,JP,Asia,35.6762,139.6503,2025-08-25,30.19,51.66,28.27,42.68,5.19,88.9
Seoul,KR,Asia,37.5665,126.978,2025-08-25,11.72,30.34,18.61,35.32,3.19,48.9
Mumbai,IN,Asia,19.076,72.8777,2025-08-25,132.96,222.81,75.4,62.76,24.04,231.4
Shanghai,CN,Asia,31.2304,121.4737,2025-08-25,82.61,145.16,55.75,44.93,19.92,178.6
Bangkok,TH,Asia,13.7563,100.5018,2025-08-25,46.36,88.66,35.5,49.88,8.42,127.4
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-25,69.8,121.7,46.8,53.64,13.11,165.1
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-25,5.11,18.28,21.68,36.61,1.87,21.3
Singapore,SG,Asia,1.3521,103.8198,2025-08-25,5.0,14.23,18.34,40.71,1.39,20.9
Kolkata,IN,Asia,22.5726,88.3639,2025-08-25,55.82,119.86,30.04,35.52,6.06,150.4
Dubai,AE,Asia,25.2048,55.2708,2025-08-25,103.57,208.48,64.96,79.6,23.26,200.6
Riyadh,SA,Asia,24.7136,46.6753,2025-08-25,25.0,101.25,21.0,52.75,5.0,77.8
Hanoi,VN,Asia,21.0285,105.8542,2025-08-25,53.87,91.43,33.31,44.59,11.62,146.2
Lahore,PK,Asia,31.5204,74.3587,2025-08-25,5.0,21.25,5.0,10.0,1.0,20.9
London,GB,Europe,51.5074,-0.1278,2025-08-25,28.14,48.16,34.47,47.83,6.14,84.5
Paris,FR,Europe,48.8566,2.3522,2025-08-25,17.17,32.56,27.29,42.05,3.43,61.1
Berlin,DE,Europe,52.52,13.405,2025-08-25,5.0,10.21,17.29,36.09,1.0,20.9
Madrid,ES,Europe,40.4168,-3.7038,2025-08-25,23.08,42.27,30.24,52.8,3.94,73.7
Rome,IT,Europe,41.9028,12.4964,2025-08-25,21.47,39.85,30.28,49.81,4.12,70.3
Moscow,RU,Europe,55.7558,37.6173,2025-08-25,41.09,74.8,37.97,45.4,8.22,114.2
Amsterdam,NL,Europe,52.3676,4.9041,2025-08-25,21.03,37.93,28.79,44.98,3.87,69.3
Warsaw,PL,Europe,52.2297,21.0122,2025-08-25,25.61,49.46,28.95,44.03,5.12,79.1
New York,US,North America,40.7128,-74.006,2025-08-25,13.02,26.33,20.11,44.77,2.94,52.2
Los Angeles,US,North America,34.0522,-118.2437,2025-08-25,32.7,59.68,28.68,65.89,4.84,94.3
Mexico City,MX,North America,19.4326,-99.1332,2025-08-25,80.4,135.48,52.53,65.1,18.63,176.3
Chicago,US,North America,41.8781,-87.6298,2025-08-25,57.4,94.59,43.15,59.57,12.33,152.1
Toronto,CA,North America,43.6532,-79.3832,2025-08-25,12.53,25.6,21.57,44.66,2.51,51.1
São Paulo,BR,South America,-23.5505,-46.6333,2025-08-25,35.41,68.12,36.31,39.42,5.88,100.0
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2025-08-25,40.77,76.16,40.19,49.63,6.95,113.4
Buenos Aires,AR,South America,-34.6037,-58.3816,2025-08-25,51.99,93.58,46.39,49.92,9.68,141.5
Fortaleza,BR,South America,-3.7172,-38.5433,2025-08-25,47.66,83.49,43.03,59.22,8.81,130.7
Santiago,CL,South America,-33.4489,-70.6693,2025-08-25,42.14,84.8,58.27,44.56,8.91,116.8
Bogotá,CO,South America,4.711,-74.0721,2025-08-25,16.05,38.48,33.23,34.9,3.93,58.7
Cairo,EG,Africa,30.0444,31.2357,2025-08-25,107.28,205.92,50.64,47.98,20.26,204.5
Lagos,NG,Africa,6.5244,3.3792,2025-08-25,53.05,106.57,35.52,40.51,7.01,144.1
Johannesburg,ZA,Africa,-26.2041,28.0473,2025-08-25,9.35,38.03,27.48,36.01,9.07,39.0
Nairobi,KE,Africa,-1.2921,36.8219,2025-08-25,34.63,66.94,35.91,41.39,8.13,98.4
Sydney,AU,Oceania,-33.8688,151.2093,2025-08-25,9.21,22.82,25.61,47.36,1.84,38.4
Melbourne,AU,Oceania,-37.8136,144.9631,2025-08-25,27.0,48.91,30.3,48.78,4.92,82.1
Delhi,IN,Asia,28.7041,77.1025,2025-08-26,60.43,120.4,30.22,35.08,6.14,155.3
Beijing,CN,Asia,39.9042,116.4074,2025-08-26,101.05,170.7,56.9,48.64,22.76,197.9
Tokyo,JP,Asia,35.6762,139.6503,2025-08-26,17.33,32.37,21.84,38.82,2.62,61.4
Seoul,KR,Asia,37.5665,126.978,2025-08-26,29.19,56.53,27.34,40.56,6.69,86.8
Mumbai,IN,Asia,19.076,72.8777,2025-08-26,75.66,136.87,46.76,45.57,12.58,171.3
Shanghai,CN,Asia,31.2304,121.4737,2025-08-26,82.3,144.7,55.6,44.84,19.86,178.2
Bangkok,TH,Asia,13.7563,100.5018,2025-08-26,53.66,99.61,39.15,52.07,9.88,145.6
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-26,35.76,70.64,29.78,43.43,6.3,100.9
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-26,34.11,61.79,36.18,45.31,7.67,97.3
Singapore,SG,Asia,1.3521,103.8198,2025-08-26,5.0,13.13,17.98,40.49,1.24,20.9
Kolkata,IN,Asia,22.5726,88.3639,2025-08-26,53.64,116.59,28.95,34.87,5.63,145.6
Dubai,AE,Asia,25.2048,55.2708,2025-08-26,5.0,30.6,5.67,44.02,1.0,20.9
Riyadh,SA,Asia,24.7136,46.6753,2025-08-26,66.26,163.14,41.63,65.13,13.25,161.4
Hanoi,VN,Asia,21.0285,105.8542,2025-08-26,50.57,86.48,31.66,43.6,10.96,137.9
Lahore,PK,Asia,31.5204,74.3587,2025-08-26,85.95,154.43,34.48,35.19,12.09,182.1
London,GB,Europe,51.5074,-0.1278,2025-08-26,14.42,27.58,27.61,43.72,3.39,55.2
Paris,FR,Europe,48.8566,2.3522,2025-08-26,25.71,45.37,31.56,44.61,5.14,79.3
Berlin,DE,Europe,52.52,13.405,2025-08-26,17.43,32.95,24.87,40.64,2.98,61.6
Madrid,ES,Europe,40.4168,-3.7038,2025-08-26,29.36,51.69,33.38,54.69,5.19,87.1
Rome,IT,Europe,41.9028,12.4964,2025-08-26,5.0,10.0,16.32,41.43,1.0,20.9
Moscow,RU,Europe,55.7558,37.6173,2025-08-26,12.02,31.2,23.43,36.68,2.4,50.0
Amsterdam,NL,Europe,52.3676,4.9041,2025-08-26,16.59,31.25,26.57,43.64,2.98,59.8
Warsaw,PL,Europe,52.2297,21.0122,2025-08-26,34.1,62.19,33.2,46.58,6.82,97.3
New York,US,North America,40.7128,-74.006,2025-08-26,11.25,23.68,19.23,44.24,2.59,46.9
Los Angeles,US,North America,34.0522,-118.2437,2025-08-26,27.6,52.02,26.12,64.35,3.82,83.4
Mexico City,MX,North America,19.4326,-99.1332,2025-08-26,44.98,82.35,34.82,54.47,11.55,124.0
Chicago,US,North America,41.8781,-87.6298,2025-08-26,19.25,37.37,24.07,48.12,4.7,65.5
Toronto,CA,North America,43.6532,-79.3832,2025-08-26,32.51,55.57,31.56,50.65,6.5,93.9
São Paulo,BR,South America,-23.5505,-46.6333,2025-08-26,70.84,121.27,54.02,50.05,12.97,166.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2025-08-26,37.0,70.5,38.3,48.5,6.2,104.0
Buenos Aires,AR,South America,-34.6037,-58.3816,2025-08-26,25.92,54.48,33.36,42.1,4.46,79.8
Fortaleza,BR,South America,-3.7172,-38.5433,2025-08-26,32.84,61.26,35.62,54.77,5.85,94.6
Santiago,CL,South America,-33.4489,-70.6693,2025-08-26,5.0,10.47,33.49,29.69,1.0,20.9
Bogotá,CO,South America,4.711,-74.0721,2025-08-26,16.78,39.57,33.59,35.11,4.08,60.2
Cairo,EG,Africa,30.0444,31.2357,2025-08-26,125.69,233.53,59.84,53.51,23.94,223.8
Lagos,NG,Africa,6.5244,3.3792,2025-08-26,77.69,143.54,47.85,47.91,11.94,173.4
Johannesburg,ZA,Africa,-26.2041,28.0473,2025-08-26,71.19,130.78,58.39,54.56,21.44,166.6
Nairobi,KE,Africa,-1.2921,36.8219,2025-08-26,27.07,55.61,32.14,39.12,6.61,82.3
Sydney,AU,Oceania,-33.8688,151.2093,2025-08-26,16.46,33.69,29.23,49.54,3.29,59.5
Melbourne,AU,Oceania,-37.8136,144.9631,2025-08-26,20.84,39.65,27.22,46.93,3.69,68.9
Delhi,IN,Asia,28.7041,77.1025,2025-08-27,121.31,211.71,60.65,53.34,18.31,219.2
Beijing,CN,Asia,39.9042,116.4074,2025-08-27,122.14,202.33,67.44,54.97,26.98,220.1
Tokyo,JP,Asia,35.6762,139.6503,2025-08-27,23.31,41.35,24.83,40.62,3.81,74.2
Seoul,KR,Asia,37.5665,126.978,2025-08-27,43.07,77.35,34.28,44.72,9.46,119.2
Mumbai,IN,Asia,19.076,72.8777,2025-08-27,36.65,78.36,27.25,33.87,4.78,103.1
Shanghai,CN,Asia,31.2304,121.4737,2025-08-27,44.46,87.93,36.68,33.49,12.29,122.6
Bangkok,TH,Asia,13.7563,100.5018,2025-08-27,58.4,106.72,41.52,53.49,10.83,153.1
Jakarta,ID,Asia,-6.2088,106.8456,2025-08-27,63.06,111.6,43.43,51.62,11.76,158.0
Hong Kong,HK,Asia,22.3193,114.1694,2025-08-27,10.35,26.14,24.3,38.18,2.92,43.1
Singapore,SG,Asia,1.3521,103.8198,2025-08-27,5.0,10.0,7.07,33.94,1.0,20.9
Kolkata,IN,Asia,22.5726,88.3639,2025-08-27,88.78,169.3,46.52,45.41,12.66,185.1
Dubai,AE,Asia,25.2048,55.2708,2025-08-27,105.17,210.88,65.76,80.08,23.58,202.3
Riyadh,SA,Asia,24.7136,46.6753,2025-08-27,5.0,24.37,5.0,37.37,1.0,20.9
Hanoi,VN,Asia,21.0285,105.8542,2025-08-27,38.46,68.31,25.6,39.96,8.54,107.6
Lahore,PK,Asia,31.5204,74.3587,2025-08-27,154.62,257.43,68.81,55.79,25.82,204.4
London,GB,Europe,51.5074,-0.1278,2025-08-27,27.98,47.92,34.39,47.78,6.11,84.2
Paris,FR,Europe,48.8566,2.3522,2025-08-27,20.45,37.47,28.92,43.03,4.09,68.1
Berlin,DE,Europe,52.52,13.405,2025-08-27,15.81,30.51,24.05,40.15,2.65,58.1
Madrid,ES,Europe,40.4168,-3.7038,2025-08-27,34.03,58.7,35.72,56.09,6.13,97.2
Rome,IT,Europe,41.9028,12.4964,2025-08-27,32.74,56.76,35.92,53.19,6.38,94.4
